mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_subsample,param_num_leaves,param_n_estimators,param_max_depth,param_learning_rate,param_colsample_bytree,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
464.2795690695445,5.151074854128258,0.027961333592732746,0.0026161646627357936,0.8,31,100,10,0.05,0.8,"{'subsample': 0.8, 'num_leaves': 31, 'n_estimators': 100, 'max_depth': 10, 'learning_rate': 0.05, 'colsample_bytree': 0.8}",0.6484560570071259,0.6437054631828979,0.6270783847980997,0.6397466349960412,0.00916534988344439,1
595.7497243881226,0.10324933584941695,0.008965015411376953,0.004254900511907354,0.8,50,200,20,0.1,0.8,"{'subsample': 0.8, 'num_leaves': 50, 'n_estimators': 200, 'max_depth': 20, 'learning_rate': 0.1, 'colsample_bytree': 0.8}",0.6508313539192399,0.6318289786223278,0.6235154394299287,0.6353919239904987,0.011432722943937953,5
269.99740958213806,1.100179080561653,0.05331714948018392,0.02301437720041406,0.8,20,50,20,0.05,0.8,"{'subsample': 0.8, 'num_leaves': 20, 'n_estimators': 50, 'max_depth': 20, 'learning_rate': 0.05, 'colsample_bytree': 0.8}",0.6508313539192399,0.6330166270783848,0.6353919239904988,0.6397466349960411,0.007897837428052232,2
266.6603852907817,2.495054901713529,0.06948399543762207,0.018872548069551923,0.8,20,50,10,0.05,0.8,"{'subsample': 0.8, 'num_leaves': 20, 'n_estimators': 50, 'max_depth': 10, 'learning_rate': 0.05, 'colsample_bytree': 0.8}",0.6484560570071259,0.6282660332541568,0.6365795724465558,0.6377672209026128,0.008285213593213152,3
352.27383915583295,0.6590252368658326,0.038130601247151695,0.012211436210671516,0.8,31,50,30,0.05,0.8,"{'subsample': 0.8, 'num_leaves': 31, 'n_estimators': 50, 'max_depth': 30, 'learning_rate': 0.05, 'colsample_bytree': 0.8}",0.6484560570071259,0.6342042755344418,0.6306413301662708,0.6377672209026128,0.007696841684569931,3
